# blastn
# Iteration: 0
# Query: 
# RID: W6PMW7U1013
# Database: nt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6653 hits found
Query_59683	MW280548.1	100.000	236	0	0	14160	14395	3499	3734	2.73e-116	436
Query_59683	MW280548.1	100.000	233	0	0	10452	10684	8296	8528	1.27e-114	431
Query_59683	MW280548.1	100.000	233	0	0	25266	25498	27662	27894	1.27e-114	431
Query_59683	MW280548.1	100.000	225	0	0	10033	10257	10960	11184	3.55e-110	416
Query_59683	MW280548.1	100.000	219	0	0	6441	6659	21709	21927	7.69e-107	405
Query_59683	MW280548.1	100.000	210	0	0	5251	5460	10535	10744	7.74e-102	388
Query_59683	MW280548.1	100.000	210	0	0	23072	23281	21117	21326	7.74e-102	388
Query_59683	MW280548.1	100.000	206	0	0	20488	20693	2551	2756	1.30e-99	381
Query_59683	MW280548.1	99.522	209	1	0	8567	8775	5287	5495	1.30e-99	381
Query_59683	MW280548.1	100.000	204	0	0	8807	9010	19361	19564	1.68e-98	377
Query_59683	MW280548.1	100.000	200	0	0	7263	7462	21316	21515	2.81e-96	370
Query_59683	MW280548.1	100.000	197	0	0	25612	25808	17805	18001	1.31e-94	364
Query_59683	MW280548.1	100.000	196	0	0	14922	15117	26248	26443	4.69e-94	363
Query_59683	MW280548.1	99.482	193	1	0	11978	12170	7616	7808	1.02e-90	351
Query_59683	MW280548.1	100.000	185	0	0	3227	3411	3324	3508	6.12e-88	342
Query_59683	MW280548.1	100.000	182	0	0	19090	19271	8125	8306	2.85e-86	337
Query_59683	MW280548.1	100.000	181	0	0	17187	17367	28292	28472	1.02e-85	335
Query_59683	MW280548.1	100.000	177	0	0	25009	25185	13189	13365	1.71e-83	327
Query_59683	MW280548.1	100.000	171	0	0	4714	4884	25200	25370	3.71e-80	316
Query_59683	MW280548.1	100.000	170	0	0	24850	25019	5717	5886	1.33e-79	315
Query_59683	MW280548.1	100.000	169	0	0	11093	11261	5087	5255	4.79e-79	313
Query_59683	MW280548.1	100.000	168	0	0	20848	21015	20708	20875	1.72e-78	311
Query_59683	MW280548.1	100.000	168	0	0	5448	5615	20955	21122	1.72e-78	311
Query_59683	MW280548.1	100.000	166	0	0	4874	5039	20236	20401	2.23e-77	307
Query_59683	MW280548.1	98.830	171	1	1	11765	11935	9170	9339	2.89e-76	303
Query_59683	MW280548.1	100.000	160	0	0	4448	4607	6051	6210	4.83e-74	296
Query_59683	MW280548.1	99.387	163	1	0	9429	9591	9322	9484	4.83e-74	296
Query_59683	MW280528.1	100.000	870	0	0	15786	16655	28424	29293	0.0	1607
Query_59683	MW280528.1	99.865	741	1	0	3718	4458	18523	19263	0.0	1363
Query_59683	MW280528.1	99.848	657	1	0	7547	8203	27	683	0.0	1208
Query_59683	MW280528.1	99.362	627	2	2	26126	26751	23940	24565	0.0	1134
Query_59683	MW280528.1	100.000	587	0	0	23890	24476	13322	13908	0.0	1085
Query_59683	MW280528.1	99.622	529	2	0	12224	12752	2705	3233	0.0	966
Query_59683	MW280528.1	100.000	479	0	0	5858	6336	11395	11873	0.0	885
Query_59683	MW280528.1	99.784	463	1	0	9581	10043	22534	22996	0.0	850
Query_59683	MW280528.1	99.780	455	1	0	19261	19715	6665	7119	0.0	835
Query_59683	MW280528.1	99.561	456	1	1	21444	21898	3933	4388	0.0	830
Query_59683	MW280528.1	100.000	440	0	0	12736	13175	14798	15237	0.0	813
Query_59683	MW280528.1	100.000	430	0	0	22296	22725	24648	25077	0.0	795
Query_59683	MW280528.1	100.000	426	0	0	16644	17069	17063	17488	0.0	787
Query_59683	MW280528.1	99.536	431	2	0	2371	2801	22114	22544	0.0	785
Query_59683	MW280528.1	99.524	420	1	1	9028	9446	12642	13061	0.0	763
Query_59683	MW280528.1	98.554	415	6	0	26878	27292	29451	29865	0.0	745
Query_59683	MW280528.1	100.000	369	0	0	2869	3237	25620	25988	0.0	682
Query_59683	MW280528.1	100.000	345	0	0	13770	14114	8666	9010	6.96e-177	638
Query_59683	MW280528.1	100.000	345	0	0	25798	26142	15564	15908	6.96e-177	638
Query_59683	MW280528.1	99.708	343	1	0	18112	18454	27886	28228	4.19e-174	628
Query_59683	MW280528.1	100.000	330	0	0	19820	20149	6162	6491	1.52e-168	610
Query_59683	MW280528.1	100.000	329	0	0	20142	20470	26694	27022	5.46e-168	608
Query_59683	MW280528.1	99.695	328	0	1	18471	18797	672	999	3.29e-165	599
Query_59683	MW280528.1	100.000	320	0	0	15107	15426	12189	12508	5.50e-163	592
Query_59683	MW280528.1	100.000	317	0	0	18784	19100	20364	20680	2.56e-161	586
Query_59683	MW280528.1	99.681	313	0	1	1825	2137	1315	1626	7.16e-157	571
Query_59683	MW280528.1	100.000	309	0	0	11249	11557	18194	18502	7.16e-157	571
Query_59683	MW280528.1	99.639	277	1	0	1219	1495	9749	10025	2.05e-137	507
Query_59683	MW280528.1	100.000	272	0	0	17357	17628	1054	1325	2.65e-136	503
Query_59683	MW280528.1	100.000	271	0	0	3399	3669	1997	2267	9.53e-136	501
Query_59683	MW280528.1	100.000	270	0	0	24465	24734	15226	15495	3.43e-135	499
Query_59683	MW280528.1	99.628	269	0	1	2123	2391	14002	14269	2.06e-132	490
Query_59683	MW280528.1	99.624	266	0	1	8192	8456	27373	27638	9.60e-131	484
Query_59683	MW280528.1	100.000	257	0	0	6677	6933	1753	2009	5.78e-128	475
Query_59683	MW280528.1	100.000	257	0	0	17618	17874	16818	17074	5.78e-128	475
Query_59683	MW280528.1	100.000	252	0	0	21943	22194	16521	16772	3.48e-125	466
Query_59683	MW280528.1	100.000	247	0	0	22829	23075	26430	26676	2.09e-122	457
Query_59683	MW280528.1	100.000	242	0	0	108	349	4820	5061	1.26e-119	448
Query_59683	MW280528.1	98.406	251	3	1	23443	23692	25372	25622	2.11e-117	440
Query_59683	MW280528.1	100.000	236	0	0	14160	14395	3461	3696	2.73e-116	436
Query_59683	MW280528.1	100.000	233	0	0	10452	10684	8258	8490	1.27e-114	431
Query_59683	MW280528.1	100.000	233	0	0	25266	25498	27624	27856	1.27e-114	431
Query_59683	MW280528.1	100.000	225	0	0	10033	10257	10922	11146	3.55e-110	416
Query_59683	MW280528.1	100.000	219	0	0	6441	6659	21671	21889	7.69e-107	405
Query_59683	MW280528.1	100.000	210	0	0	23072	23281	21079	21288	7.74e-102	388
Query_59683	MW280528.1	100.000	206	0	0	20488	20693	2513	2718	1.30e-99	381
Query_59683	MW280528.1	99.522	209	1	0	8567	8775	5249	5457	1.30e-99	381
Query_59683	MW280528.1	99.048	210	2	0	5251	5460	10497	10706	1.68e-98	377
Query_59683	MW280528.1	100.000	204	0	0	8807	9010	19323	19526	1.68e-98	377
Query_59683	MW280528.1	100.000	200	0	0	7263	7462	21278	21477	2.81e-96	370
Query_59683	MW280528.1	100.000	197	0	0	25612	25808	17767	17963	1.31e-94	364
Query_59683	MW280528.1	100.000	196	0	0	14922	15117	26210	26405	4.69e-94	363
Query_59683	MW280528.1	100.000	193	0	0	11978	12170	7578	7770	2.18e-92	357
Query_59683	MW280528.1	100.000	185	0	0	3227	3411	3286	3470	6.12e-88	342
Query_59683	MW280528.1	100.000	182	0	0	19090	19271	8087	8268	2.85e-86	337
Query_59683	MW280528.1	100.000	181	0	0	17187	17367	28254	28434	1.02e-85	335
Query_59683	MW280528.1	99.435	177	1	0	25009	25185	13151	13327	7.97e-82	322
Query_59683	MW280528.1	100.000	171	0	0	4714	4884	25162	25332	3.71e-80	316
Query_59683	MW280528.1	100.000	170	0	0	24850	25019	5679	5848	1.33e-79	315
Query_59683	MW280528.1	100.000	169	0	0	11093	11261	5049	5217	4.79e-79	313
Query_59683	MW280528.1	100.000	168	0	0	20848	21015	20670	20837	1.72e-78	311
Query_59683	MW280528.1	100.000	168	0	0	5448	5615	20917	21084	1.72e-78	311
Query_59683	MW280528.1	100.000	166	0	0	4874	5039	20198	20363	2.23e-77	307
Query_59683	MW280528.1	98.830	171	1	1	11765	11935	9132	9301	2.89e-76	303
Query_59683	MW280528.1	100.000	160	0	0	4448	4607	6013	6172	4.83e-74	296
Query_59683	MW280528.1	99.387	163	1	0	9429	9591	9284	9446	4.83e-74	296
Query_59683	MW280528.1	98.235	170	1	2	13612	13780	23142	23310	4.83e-74	296
Query_59683	MW280525.1	100.000	870	0	0	15786	16655	28431	29300	0.0	1607
Query_59683	MW280525.1	99.865	741	1	0	3718	4458	18530	19270	0.0	1363
Query_59683	MW280525.1	99.848	657	1	0	7547	8203	34	690	0.0	1208
Query_59683	MW280525.1	99.362	627	2	2	26126	26751	23947	24572	0.0	1134
Query_59683	MW280525.1	100.000	587	0	0	23890	24476	13329	13915	0.0	1085
Query_59683	MW280525.1	99.622	529	2	0	12224	12752	2712	3240	0.0	966
Query_59683	MW280525.1	99.791	479	1	0	5858	6336	11402	11880	0.0	880
Query_59683	MW280525.1	100.000	463	0	0	9581	10043	22541	23003	0.0	856
Query_59683	MW280525.1	99.781	456	0	1	21444	21898	3940	4395	0.0	835
Query_59683	MW280525.1	99.780	455	1	0	19261	19715	6672	7126	0.0	835
Query_59683	MW280525.1	100.000	440	0	0	12736	13175	14805	15244	0.0	813
Query_59683	MW280525.1	100.000	430	0	0	22296	22725	24655	25084	0.0	795
Query_59683	MW280525.1	100.000	426	0	0	16644	17069	17070	17495	0.0	787
Query_59683	MW280525.1	99.536	431	2	0	2371	2801	22121	22551	0.0	785
Query_59683	MW280525.1	99.762	420	0	1	9028	9446	12649	13068	0.0	769
Query_59683	MW280525.1	100.000	369	0	0	2869	3237	25627	25995	0.0	682
Query_59683	MW280525.1	100.000	363	0	0	26878	27240	29458	29820	0.0	671
Query_59683	MW280525.1	100.000	345	0	0	13770	14114	8673	9017	6.96e-177	638
Query_59683	MW280525.1	100.000	345	0	0	25798	26142	15571	15915	6.96e-177	638
Query_59683	MW280525.1	99.708	343	1	0	18112	18454	27893	28235	4.19e-174	628
Query_59683	MW280525.1	100.000	329	0	0	20142	20470	26701	27029	5.46e-168	608
Query_59683	MW280525.1	99.697	330	1	0	19820	20149	6169	6498	7.06e-167	604
Query_59683	MW280525.1	99.695	328	0	1	18471	18797	679	1006	3.29e-165	599
Query_59683	MW280525.1	100.000	320	0	0	15107	15426	12196	12515	5.50e-163	592
Query_59683	MW280525.1	100.000	317	0	0	18784	19100	20371	20687	2.56e-161	586
Query_59683	MW280525.1	99.681	313	0	1	1825	2137	1322	1633	7.16e-157	571
Query_59683	MW280525.1	100.000	309	0	0	11249	11557	18201	18509	7.16e-157	571
Query_59683	MW280525.1	99.639	277	1	0	1219	1495	9756	10032	2.05e-137	507
Query_59683	MW280525.1	100.000	271	0	0	3399	3669	2004	2274	9.53e-136	501
Query_59683	MW280525.1	100.000	270	0	0	24465	24734	15233	15502	3.43e-135	499
Query_59683	MW280525.1	99.632	272	1	0	17357	17628	1061	1332	1.23e-134	497
Query_59683	MW280525.1	99.628	269	0	1	2123	2391	14009	14276	2.06e-132	490
Query_59683	MW280525.1	99.624	266	0	1	8192	8456	27380	27645	9.60e-131	484
Query_59683	MW280525.1	100.000	257	0	0	17618	17874	16825	17081	5.78e-128	475
Query_59683	MW280525.1	99.611	257	1	0	6677	6933	1760	2016	2.69e-126	470
Query_59683	MW280525.1	100.000	252	0	0	21943	22194	16528	16779	3.48e-125	466
Query_59683	MW280525.1	100.000	247	0	0	22829	23075	26437	26683	2.09e-122	457
Query_59683	MW280525.1	100.000	242	0	0	108	349	4827	5068	1.26e-119	448
Query_59683	MW280525.1	98.406	251	3	1	23443	23692	25379	25629	2.11e-117	440
Query_59683	MW280525.1	100.000	236	0	0	14160	14395	3468	3703	2.73e-116	436
Query_59683	MW280525.1	100.000	233	0	0	25266	25498	27631	27863	1.27e-114	431
Query_59683	MW280525.1	99.571	233	1	0	10452	10684	8265	8497	5.90e-113	425
Query_59683	MW280525.1	100.000	225	0	0	10033	10257	10929	11153	3.55e-110	416
Query_59683	MW280525.1	99.543	219	1	0	6441	6659	21678	21896	3.58e-105	399
Query_59683	MW280525.1	100.000	210	0	0	5251	5460	10504	10713	7.74e-102	388
Query_59683	MW280525.1	99.524	210	1	0	23072	23281	21086	21295	3.60e-100	383
Query_59683	MW280525.1	100.000	206	0	0	20488	20693	2520	2725	1.30e-99	381
Query_59683	MW280525.1	99.522	209	1	0	8567	8775	5256	5464	1.30e-99	381
Query_59683	MW280525.1	100.000	200	0	0	7263	7462	21285	21484	2.81e-96	370
Query_59683	MW280525.1	100.000	197	0	0	25612	25808	17774	17970	1.31e-94	364
Query_59683	MW280525.1	100.000	196	0	0	14922	15117	26217	26412	4.69e-94	363
Query_59683	MW280525.1	100.000	193	0	0	11978	12170	7585	7777	2.18e-92	357
Query_59683	MW280525.1	100.000	185	0	0	3227	3411	3293	3477	6.12e-88	342
Query_59683	MW280525.1	100.000	182	0	0	19090	19271	8094	8275	2.85e-86	337
Query_59683	MW280525.1	100.000	181	0	0	17187	17367	28261	28441	1.02e-85	335
Query_59683	MW280525.1	100.000	177	0	0	25009	25185	13158	13334	1.71e-83	327
Query_59683	MW280525.1	100.000	171	0	0	4714	4884	25169	25339	3.71e-80	316
Query_59683	MW280525.1	100.000	170	0	0	24850	25019	5686	5855	1.33e-79	315
Query_59683	MW280525.1	100.000	169	0	0	11093	11261	5056	5224	4.79e-79	313
Query_59683	MW280525.1	100.000	168	0	0	20848	21015	20677	20844	1.72e-78	311
Query_59683	MW280525.1	100.000	168	0	0	5448	5615	20924	21091	1.72e-78	311
Query_59683	MW280525.1	100.000	166	0	0	4874	5039	20205	20370	2.23e-77	307
Query_59683	MW280525.1	98.246	171	2	1	11765	11935	9139	9308	1.34e-74	298
Query_59683	MW280525.1	100.000	160	0	0	4448	4607	6020	6179	4.83e-74	296
Query_59683	MW280525.1	99.387	163	1	0	9429	9591	9291	9453	4.83e-74	296
Query_59683	MW280525.1	98.235	170	1	2	13612	13780	23149	23317	4.83e-74	296
Query_59683	MW280172.1	100.000	870	0	0	15786	16655	28425	29294	0.0	1607
Query_59683	MW280172.1	100.000	741	0	0	3718	4458	18524	19264	0.0	1369
Query_59683	MW280172.1	99.848	657	1	0	7547	8203	28	684	0.0	1208
Query_59683	MW280172.1	99.362	627	2	2	26126	26751	23941	24566	0.0	1134
Query_59683	MW280172.1	100.000	587	0	0	23890	24476	13323	13909	0.0	1085
Query_59683	MW280172.1	99.622	529	2	0	12224	12752	2706	3234	0.0	966
Query_59683	MW280172.1	100.000	479	0	0	5858	6336	11396	11874	0.0	885
Query_59683	MW280172.1	100.000	463	0	0	9581	10043	22535	22997	0.0	856
Query_59683	MW280172.1	100.000	455	0	0	19261	19715	6666	7120	0.0	841
Query_59683	MW280172.1	99.561	456	1	1	21444	21898	3934	4389	0.0	830
Query_59683	MW280172.1	100.000	440	0	0	12736	13175	14799	15238	0.0	813
Query_59683	MW280172.1	100.000	430	0	0	22296	22725	24649	25078	0.0	795
Query_59683	MW280172.1	100.000	426	0	0	16644	17069	17064	17489	0.0	787
Query_59683	MW280172.1	99.536	431	2	0	2371	2801	22115	22545	0.0	785
Query_59683	MW280172.1	99.762	420	0	1	9028	9446	12643	13062	0.0	769
Query_59683	MW280172.1	99.036	415	4	0	26878	27292	29452	29866	0.0	747
Query_59683	MW280172.1	99.729	369	1	0	2869	3237	25621	25989	0.0	676
Query_59683	MW280172.1	100.000	345	0	0	13770	14114	8667	9011	6.96e-177	638
Query_59683	MW280172.1	100.000	345	0	0	25798	26142	15565	15909	6.96e-177	638
Query_59683	MW280172.1	100.000	343	0	0	18112	18454	27887	28229	9.01e-176	634
Query_59683	MW280172.1	100.000	329	0	0	20142	20470	26695	27023	5.46e-168	608
Query_59683	MW280172.1	99.697	330	1	0	19820	20149	6163	6492	7.06e-167	604
Query_59683	MW280172.1	99.695	328	0	1	18471	18797	673	1000	3.29e-165	599
Query_59683	MW280172.1	100.000	320	0	0	15107	15426	12190	12509	5.50e-163	592
Query_59683	MW280172.1	100.000	317	0	0	18784	19100	20365	20681	2.56e-161	586
Query_59683	MW280172.1	99.681	313	0	1	1825	2137	1316	1627	7.16e-157	571
Query_59683	MW280172.1	100.000	309	0	0	11249	11557	18195	18503	7.16e-157	571
Query_59683	MW280172.1	99.639	277	1	0	1219	1495	9750	10026	2.05e-137	507
Query_59683	MW280172.1	100.000	272	0	0	17357	17628	1055	1326	2.65e-136	503
Query_59683	MW280172.1	100.000	271	0	0	3399	3669	1998	2268	9.53e-136	501
Query_59683	MW280172.1	100.000	270	0	0	24465	24734	15227	15496	3.43e-135	499
Query_59683	MW280172.1	99.628	269	0	1	2123	2391	14003	14270	2.06e-132	490
Query_59683	MW280172.1	99.624	266	0	1	8192	8456	27374	27639	9.60e-131	484
Query_59683	MW280172.1	99.611	257	1	0	6677	6933	1754	2010	2.69e-126	470
Query_59683	MW280172.1	99.611	257	1	0	17618	17874	16819	17075	2.69e-126	470
Query_59683	MW280172.1	100.000	252	0	0	21943	22194	16522	16773	3.48e-125	466
Query_59683	MW280172.1	100.000	247	0	0	22829	23075	26431	26677	2.09e-122	457
Query_59683	MW280172.1	100.000	242	0	0	108	349	4821	5062	1.26e-119	448
Query_59683	MW280172.1	98.406	251	3	1	23443	23692	25373	25623	2.11e-117	440
Query_59683	MW280172.1	100.000	236	0	0	14160	14395	3462	3697	2.73e-116	436
Query_59683	MW280172.1	100.000	233	0	0	10452	10684	8259	8491	1.27e-114	431
Query_59683	MW280172.1	100.000	233	0	0	25266	25498	27625	27857	1.27e-114	431
Query_59683	MW280172.1	100.000	225	0	0	10033	10257	10923	11147	3.55e-110	416
Query_59683	MW280172.1	100.000	219	0	0	6441	6659	21672	21890	7.69e-107	405
Query_59683	MW280172.1	100.000	210	0	0	5251	5460	10498	10707	7.74e-102	388
Query_59683	MW280172.1	99.524	210	1	0	23072	23281	21080	21289	3.60e-100	383
Query_59683	MW280172.1	100.000	206	0	0	20488	20693	2514	2719	1.30e-99	381
Query_59683	MW280172.1	99.522	209	1	0	8567	8775	5250	5458	1.30e-99	381
Query_59683	MW280172.1	100.000	204	0	0	8807	9010	19324	19527	1.68e-98	377
Query_59683	MW280172.1	100.000	200	0	0	7263	7462	21279	21478	2.81e-96	370
Query_59683	MW280172.1	100.000	197	0	0	25612	25808	17768	17964	1.31e-94	364
Query_59683	MW280172.1	100.000	196	0	0	14922	15117	26211	26406	4.69e-94	363
Query_59683	MW280172.1	100.000	193	0	0	11978	12170	7579	7771	2.18e-92	357
Query_59683	MW280172.1	100.000	185	0	0	3227	3411	3287	3471	6.12e-88	342
Query_59683	MW280172.1	100.000	182	0	0	19090	19271	8088	8269	2.85e-86	337
Query_59683	MW280172.1	100.000	181	0	0	17187	17367	28255	28435	1.02e-85	335
Query_59683	MW280172.1	100.000	177	0	0	25009	25185	13152	13328	1.71e-83	327
Query_59683	MW280172.1	100.000	171	0	0	4714	4884	25163	25333	3.71e-80	316
Query_59683	MW280172.1	100.000	170	0	0	24850	25019	5680	5849	1.33e-79	315
Query_59683	MW280172.1	100.000	169	0	0	11093	11261	5050	5218	4.79e-79	313
Query_59683	MW280172.1	100.000	168	0	0	20848	21015	20671	20838	1.72e-78	311
Query_59683	MW280172.1	100.000	168	0	0	5448	5615	20918	21085	1.72e-78	311
Query_59683	MW280172.1	99.398	166	1	0	4874	5039	20199	20364	1.04e-75	302
Query_59683	MW280172.1	98.246	171	2	1	11765	11935	9133	9302	1.34e-74	298
Query_59683	MW280172.1	99.387	163	1	0	9429	9591	9285	9447	4.83e-74	296
Query_59683	MW280172.1	98.235	170	1	2	13612	13780	23143	23311	4.83e-74	296
Query_59683	MW280171.1	100.000	870	0	0	15786	16655	28425	29294	0.0	1607
Query_59683	MW280171.1	100.000	741	0	0	3718	4458	18524	19264	0.0	1369
Query_59683	MW280171.1	99.848	657	1	0	7547	8203	28	684	0.0	1208
Query_59683	MW280171.1	99.362	627	2	2	26126	26751	23941	24566	0.0	1134
Query_59683	MW280171.1	100.000	587	0	0	23890	24476	13323	13909	0.0	1085
Query_59683	MW280171.1	99.622	529	2	0	12224	12752	2706	3234	0.0	966
Query_59683	MW280171.1	100.000	479	0	0	5858	6336	11396	11874	0.0	885
Query_59683	MW280171.1	100.000	463	0	0	9581	10043	22535	22997	0.0	856
Query_59683	MW280171.1	100.000	455	0	0	19261	19715	6666	7120	0.0	841
Query_59683	MW280171.1	99.561	456	1	1	21444	21898	3934	4389	0.0	830
Query_59683	MW280171.1	100.000	440	0	0	12736	13175	14799	15238	0.0	813
Query_59683	MW280171.1	100.000	430	0	0	22296	22725	24649	25078	0.0	795
Query_59683	MW280171.1	100.000	426	0	0	16644	17069	17064	17489	0.0	787
Query_59683	MW280171.1	99.536	431	2	0	2371	2801	22115	22545	0.0	785
Query_59683	MW280171.1	99.762	420	0	1	9028	9446	12643	13062	0.0	769
Query_59683	MW280171.1	99.729	369	1	0	2869	3237	25621	25989	0.0	676
Query_59683	MW280171.1	99.728	368	1	0	26878	27245	29452	29819	0.0	675
Query_59683	MW280171.1	100.000	345	0	0	13770	14114	8667	9011	6.96e-177	638
Query_59683	MW280171.1	100.000	345	0	0	25798	26142	15565	15909	6.96e-177	638
Query_59683	MW280171.1	100.000	343	0	0	18112	18454	27887	28229	9.01e-176	634
Query_59683	MW280171.1	100.000	329	0	0	20142	20470	26695	27023	5.46e-168	608
Query_59683	MW280171.1	99.697	330	1	0	19820	20149	6163	6492	7.06e-167	604
Query_59683	MW280171.1	99.695	328	0	1	18471	18797	673	1000	3.29e-165	599
Query_59683	MW280171.1	100.000	320	0	0	15107	15426	12190	12509	5.50e-163	592
Query_59683	MW280171.1	100.000	317	0	0	18784	19100	20365	20681	2.56e-161	586
Query_59683	MW280171.1	99.681	313	0	1	1825	2137	1316	1627	7.16e-157	571
Query_59683	MW280171.1	100.000	309	0	0	11249	11557	18195	18503	7.16e-157	571
Query_59683	MW280171.1	99.639	277	1	0	1219	1495	9750	10026	2.05e-137	507
Query_59683	MW280171.1	100.000	272	0	0	17357	17628	1055	1326	2.65e-136	503
Query_59683	MW280171.1	100.000	271	0	0	3399	3669	1998	2268	9.53e-136	501
Query_59683	MW280171.1	100.000	270	0	0	24465	24734	15227	15496	3.43e-135	499
Query_59683	MW280171.1	99.628	269	0	1	2123	2391	14003	14270	2.06e-132	490
Query_59683	MW280171.1	99.624	266	0	1	8192	8456	27374	27639	9.60e-131	484
Query_59683	MW280171.1	99.611	257	1	0	6677	6933	1754	2010	2.69e-126	470
Query_59683	MW280171.1	99.611	257	1	0	17618	17874	16819	17075	2.69e-126	470
Query_59683	MW280171.1	100.000	252	0	0	21943	22194	16522	16773	3.48e-125	466
Query_59683	MW280171.1	100.000	247	0	0	22829	23075	26431	26677	2.09e-122	457
Query_59683	MW280171.1	100.000	242	0	0	108	349	4821	5062	1.26e-119	448
Query_59683	MW280171.1	98.406	251	3	1	23443	23692	25373	25623	2.11e-117	440
Query_59683	MW280171.1	100.000	236	0	0	14160	14395	3462	3697	2.73e-116	436
Query_59683	MW280171.1	100.000	233	0	0	10452	10684	8259	8491	1.27e-114	431
Query_59683	MW280171.1	100.000	233	0	0	25266	25498	27625	27857	1.27e-114	431
Query_59683	MW280171.1	100.000	225	0	0	10033	10257	10923	11147	3.55e-110	416
Query_59683	MW280171.1	100.000	219	0	0	6441	6659	21672	21890	7.69e-107	405
Query_59683	MW280171.1	100.000	210	0	0	5251	5460	10498	10707	7.74e-102	388
Query_59683	MW280171.1	99.524	210	1	0	23072	23281	21080	21289	3.60e-100	383
Query_59683	MW280171.1	100.000	206	0	0	20488	20693	2514	2719	1.30e-99	381
Query_59683	MW280171.1	99.522	209	1	0	8567	8775	5250	5458	1.30e-99	381
Query_59683	MW280171.1	100.000	204	0	0	8807	9010	19324	19527	1.68e-98	377
Query_59683	MW280171.1	100.000	200	0	0	7263	7462	21279	21478	2.81e-96	370
Query_59683	MW280171.1	100.000	197	0	0	25612	25808	17768	17964	1.31e-94	364
Query_59683	MW280171.1	100.000	196	0	0	14922	15117	26211	26406	4.69e-94	363
Query_59683	MW280171.1	100.000	193	0	0	11978	12170	7579	7771	2.18e-92	357
